dataset,trajectory_id,binary_label,n_turns,approx_tokens,model,representation,anomaly_score
trace,trajectory_0401,0,39,1248,one_class_svm_sgd,turn_embedding_pool_side,-22.469894855790745
trace,trajectory_0378,1,23,809,one_class_svm_sgd,turn_embedding_pool_side,-22.47127921976612
trace,trajectory_0397,0,31,697,one_class_svm_sgd,turn_embedding_pool_side,-22.469716636156637
trace,trajectory_0513,1,39,1274,one_class_svm_sgd,turn_embedding_pool_side,-22.472523729125943
trace,trajectory_0143,0,30,820,one_class_svm_sgd,turn_embedding_pool_side,-22.472040990642245
trace,trajectory_0456,0,19,836,one_class_svm_sgd,turn_embedding_pool_side,-22.470956314164187
trace,trajectory_0006,1,22,485,one_class_svm_sgd,turn_embedding_pool_side,-22.470242007444586
trace,trajectory_0285,1,25,637,one_class_svm_sgd,turn_embedding_pool_side,-22.472547238501694
trace,trajectory_0155,0,23,1090,one_class_svm_sgd,turn_embedding_pool_side,-22.475681215333726
trace,trajectory_0505,1,26,858,one_class_svm_sgd,turn_embedding_pool_side,-22.470578833757873
trace,trajectory_0010,0,22,923,one_class_svm_sgd,turn_embedding_pool_side,-22.47015944709533
trace,trajectory_0440,1,21,720,one_class_svm_sgd,turn_embedding_pool_side,-22.470247473143946
trace,trajectory_0293,0,28,931,one_class_svm_sgd,turn_embedding_pool_side,-22.467628793425366
trace,trajectory_0339,0,23,1005,one_class_svm_sgd,turn_embedding_pool_side,-22.47029846421906
trace,trajectory_0102,0,27,1150,one_class_svm_sgd,turn_embedding_pool_side,-22.47848999946841
trace,trajectory_0417,1,23,822,one_class_svm_sgd,turn_embedding_pool_side,-22.476315335179653
trace,trajectory_0047,1,36,1068,one_class_svm_sgd,turn_embedding_pool_side,-22.470937847900178
trace,trajectory_0381,0,31,871,one_class_svm_sgd,turn_embedding_pool_side,-22.472415392096128
trace,trajectory_0319,1,23,894,one_class_svm_sgd,turn_embedding_pool_side,-22.47643202617296
trace,trajectory_0030,1,32,827,one_class_svm_sgd,turn_embedding_pool_side,-22.474439183990444
trace,trajectory_0460,0,40,1074,one_class_svm_sgd,turn_embedding_pool_side,-22.477720139357235
trace,trajectory_0175,1,26,892,one_class_svm_sgd,turn_embedding_pool_side,-22.47268402277955
trace,trajectory_0437,1,22,767,one_class_svm_sgd,turn_embedding_pool_side,-22.474602957996513
trace,trajectory_0067,0,30,759,one_class_svm_sgd,turn_embedding_pool_side,-22.473995059537675
trace,trajectory_0088,1,18,584,one_class_svm_sgd,turn_embedding_pool_side,-22.469191069290947
trace,trajectory_0122,0,22,580,one_class_svm_sgd,turn_embedding_pool_side,-22.469057115302395
trace,trajectory_0358,1,32,1407,one_class_svm_sgd,turn_embedding_pool_side,-22.468212080113563
trace,trajectory_0071,0,27,768,one_class_svm_sgd,turn_embedding_pool_side,-22.474743000040736
trace,trajectory_0421,1,24,710,one_class_svm_sgd,turn_embedding_pool_side,-22.470673061483513
trace,trajectory_0134,0,29,736,one_class_svm_sgd,turn_embedding_pool_side,-22.466564282351147
trace,trajectory_0476,0,31,977,one_class_svm_sgd,turn_embedding_pool_side,-22.470351510257434
trace,trajectory_0026,1,26,801,one_class_svm_sgd,turn_embedding_pool_side,-22.469011194463793
trace,trajectory_0499,1,22,701,one_class_svm_sgd,turn_embedding_pool_side,-22.475111619844075
trace,trajectory_0163,0,20,1134,one_class_svm_sgd,turn_embedding_pool_side,-22.472428323975738
trace,trajectory_0374,1,30,710,one_class_svm_sgd,turn_embedding_pool_side,-22.474413384958144
trace,trajectory_0231,1,25,964,one_class_svm_sgd,turn_embedding_pool_side,-22.471006499645274
trace,trajectory_0118,1,23,650,one_class_svm_sgd,turn_embedding_pool_side,-22.47084499201269
trace,trajectory_0289,1,20,438,one_class_svm_sgd,turn_embedding_pool_side,-22.47468051621222
trace,trajectory_0323,1,17,394,one_class_svm_sgd,turn_embedding_pool_side,-22.467716558223447
trace,trajectory_0266,0,30,1467,one_class_svm_sgd,turn_embedding_pool_side,-22.470067699248876
trace,trajectory_0335,0,29,992,one_class_svm_sgd,turn_embedding_pool_side,-22.473429614021416
trace,trajectory_0270,0,22,742,one_class_svm_sgd,turn_embedding_pool_side,-22.46760736785477
trace,trajectory_0509,1,47,1146,one_class_svm_sgd,turn_embedding_pool_side,-22.47000820356884
trace,trajectory_0159,0,23,706,one_class_svm_sgd,turn_embedding_pool_side,-22.472896086326774
trace,trajectory_0362,1,20,958,one_class_svm_sgd,turn_embedding_pool_side,-22.473795622861918
trace,trajectory_0227,0,41,1163,one_class_svm_sgd,turn_embedding_pool_side,-22.473941548536505
trace,trajectory_0363,1,16,532,one_class_svm_sgd,turn_embedding_pool_side,-22.470328528941582
trace,trajectory_0226,0,26,662,one_class_svm_sgd,turn_embedding_pool_side,-22.47408268721306
trace,trajectory_0508,1,49,1384,one_class_svm_sgd,turn_embedding_pool_side,-22.46700716797027
trace,trajectory_0158,0,27,735,one_class_svm_sgd,turn_embedding_pool_side,-22.471682244720842
trace,trajectory_0334,1,32,1369,one_class_svm_sgd,turn_embedding_pool_side,-22.475175285520937
trace,trajectory_0271,1,23,664,one_class_svm_sgd,turn_embedding_pool_side,-22.474931495073225
trace,trajectory_0288,1,17,804,one_class_svm_sgd,turn_embedding_pool_side,-22.480165260652985
trace,trajectory_0322,1,19,972,one_class_svm_sgd,turn_embedding_pool_side,-22.47382371900135
trace,trajectory_0267,0,26,847,one_class_svm_sgd,turn_embedding_pool_side,-22.470315647586222
trace,trajectory_0119,1,34,1396,one_class_svm_sgd,turn_embedding_pool_side,-22.471716437530677
trace,trajectory_0375,1,26,970,one_class_svm_sgd,turn_embedding_pool_side,-22.468332616916133
trace,trajectory_0230,1,22,726,one_class_svm_sgd,turn_embedding_pool_side,-22.468583093823373
trace,trajectory_0477,1,31,751,one_class_svm_sgd,turn_embedding_pool_side,-22.473468886497404
trace,trajectory_0027,0,22,762,one_class_svm_sgd,turn_embedding_pool_side,-22.470961058321382
trace,trajectory_0498,1,29,872,one_class_svm_sgd,turn_embedding_pool_side,-22.471898243571605
trace,trajectory_0162,0,32,867,one_class_svm_sgd,turn_embedding_pool_side,-22.477932354244377
trace,trajectory_0070,1,25,690,one_class_svm_sgd,turn_embedding_pool_side,-22.47109373011158
trace,trajectory_0420,0,20,615,one_class_svm_sgd,turn_embedding_pool_side,-22.47492250827604
trace,trajectory_0135,1,18,601,one_class_svm_sgd,turn_embedding_pool_side,-22.4742848955048
trace,trajectory_0359,1,21,740,one_class_svm_sgd,turn_embedding_pool_side,-22.471757106292035
trace,trajectory_0436,1,19,567,one_class_svm_sgd,turn_embedding_pool_side,-22.46780332753956
trace,trajectory_0066,0,28,872,one_class_svm_sgd,turn_embedding_pool_side,-22.46605856976935
trace,trajectory_0089,0,27,1875,one_class_svm_sgd,turn_embedding_pool_side,-22.47339005982035
trace,trajectory_0123,1,25,706,one_class_svm_sgd,turn_embedding_pool_side,-22.468989227823887
trace,trajectory_0031,1,24,533,one_class_svm_sgd,turn_embedding_pool_side,-22.46860375643705
trace,trajectory_0461,0,19,707,one_class_svm_sgd,turn_embedding_pool_side,-22.472753054737087
trace,trajectory_0174,0,29,572,one_class_svm_sgd,turn_embedding_pool_side,-22.47287372247779
trace,trajectory_0318,1,15,407,one_class_svm_sgd,turn_embedding_pool_side,-22.47302335714453
trace,trajectory_0380,1,24,650,one_class_svm_sgd,turn_embedding_pool_side,-22.468588792120546
trace,trajectory_0103,0,19,577,one_class_svm_sgd,turn_embedding_pool_side,-22.46934796175451
trace,trajectory_0416,0,20,659,one_class_svm_sgd,turn_embedding_pool_side,-22.46982978893907
trace,trajectory_0046,0,27,1086,one_class_svm_sgd,turn_embedding_pool_side,-22.468638496980976
trace,trajectory_0292,1,34,1186,one_class_svm_sgd,turn_embedding_pool_side,-22.470561933745604
trace,trajectory_0338,1,35,945,one_class_svm_sgd,turn_embedding_pool_side,-22.47098349527919
trace,trajectory_0154,0,26,631,one_class_svm_sgd,turn_embedding_pool_side,-22.47334992540532
trace,trajectory_0504,1,24,625,one_class_svm_sgd,turn_embedding_pool_side,-22.470006261295612
trace,trajectory_0011,1,35,1057,one_class_svm_sgd,turn_embedding_pool_side,-22.473500736332472
trace,trajectory_0441,1,32,1061,one_class_svm_sgd,turn_embedding_pool_side,-22.473718508421417
trace,trajectory_0284,1,33,830,one_class_svm_sgd,turn_embedding_pool_side,-22.469006010373096
trace,trajectory_0512,1,47,1086,one_class_svm_sgd,turn_embedding_pool_side,-22.474792402512367
trace,trajectory_0142,0,35,701,one_class_svm_sgd,turn_embedding_pool_side,-22.46979606260543
trace,trajectory_0457,0,32,698,one_class_svm_sgd,turn_embedding_pool_side,-22.47186727057674
trace,trajectory_0007,1,27,722,one_class_svm_sgd,turn_embedding_pool_side,-22.46832445497971
trace,trajectory_0379,0,26,1234,one_class_svm_sgd,turn_embedding_pool_side,-22.47402197056913
trace,trajectory_0396,1,28,779,one_class_svm_sgd,turn_embedding_pool_side,-22.470693982481
trace,trajectory_0115,1,25,920,one_class_svm_sgd,turn_embedding_pool_side,-22.47202052948528
trace,trajectory_0050,1,23,1030,one_class_svm_sgd,turn_embedding_pool_side,-22.472097662552233
trace,trajectory_0400,0,19,574,one_class_svm_sgd,turn_embedding_pool_side,-22.471290106228526
trace,trajectory_0247,0,22,532,one_class_svm_sgd,turn_embedding_pool_side,-22.47874267659613
trace,trajectory_0302,0,37,1204,one_class_svm_sgd,turn_embedding_pool_side,-22.471992799355622
trace,trajectory_0181,0,32,575,one_class_svm_sgd,turn_embedding_pool_side,-22.47757829147854
trace,trajectory_0494,1,37,1407,one_class_svm_sgd,turn_embedding_pool_side,-22.468966605416473
trace,trajectory_0210,1,25,842,one_class_svm_sgd,turn_embedding_pool_side,-22.46996752619275
trace,trajectory_0355,0,24,847,one_class_svm_sgd,turn_embedding_pool_side,-22.468105839025203
trace,trajectory_0093,1,27,1136,one_class_svm_sgd,turn_embedding_pool_side,-22.473169767572518
trace,trajectory_0139,0,29,948,one_class_svm_sgd,turn_embedding_pool_side,-22.470289042727064
trace,trajectory_0206,0,30,806,one_class_svm_sgd,turn_embedding_pool_side,-22.47567570423239
trace,trajectory_0343,0,24,815,one_class_svm_sgd,turn_embedding_pool_side,-22.472456913716133
trace,trajectory_0085,0,24,1207,one_class_svm_sgd,turn_embedding_pool_side,-22.47340972376519
trace,trajectory_0251,1,25,514,one_class_svm_sgd,turn_embedding_pool_side,-22.469150231843788
trace,trajectory_0314,1,26,713,one_class_svm_sgd,turn_embedding_pool_side,-22.474367846543874
trace,trajectory_0197,0,24,547,one_class_svm_sgd,turn_embedding_pool_side,-22.471517852316584
trace,trajectory_0482,1,28,1099,one_class_svm_sgd,turn_embedding_pool_side,-22.47106768218332
trace,trajectory_0178,1,24,1297,one_class_svm_sgd,turn_embedding_pool_side,-22.470724541502978
trace,trajectory_0036,1,18,1090,one_class_svm_sgd,turn_embedding_pool_side,-22.472136426060434
trace,trajectory_0466,1,21,735,one_class_svm_sgd,turn_embedding_pool_side,-22.472537321313258
trace,trajectory_0489,1,42,2405,one_class_svm_sgd,turn_embedding_pool_side,-22.469272221364054
trace,trajectory_0173,0,29,1003,one_class_svm_sgd,turn_embedding_pool_side,-22.466628023348722
trace,trajectory_0348,0,35,955,one_class_svm_sgd,turn_embedding_pool_side,-22.476424958365943
trace,trajectory_0431,1,21,782,one_class_svm_sgd,turn_embedding_pool_side,-22.469476922107834
trace,trajectory_0061,0,20,811,one_class_svm_sgd,turn_embedding_pool_side,-22.472592597170706
trace,trajectory_0124,0,29,897,one_class_svm_sgd,turn_embedding_pool_side,-22.469824799611207
trace,trajectory_0077,1,29,1257,one_class_svm_sgd,turn_embedding_pool_side,-22.470628098393764
trace,trajectory_0427,1,24,560,one_class_svm_sgd,turn_embedding_pool_side,-22.474294551922913
trace,trajectory_0132,0,28,1295,one_class_svm_sgd,turn_embedding_pool_side,-22.476265437710072
trace,trajectory_0098,0,27,2274,one_class_svm_sgd,turn_embedding_pool_side,-22.465100932675387
trace,trajectory_0309,1,29,592,one_class_svm_sgd,turn_embedding_pool_side,-22.470268188784804
trace,trajectory_0470,1,25,793,one_class_svm_sgd,turn_embedding_pool_side,-22.467960886742777
trace,trajectory_0020,0,41,858,one_class_svm_sgd,turn_embedding_pool_side,-22.47123044733421
trace,trajectory_0165,1,32,1201,one_class_svm_sgd,turn_embedding_pool_side,-22.474635643693592
trace,trajectory_0372,1,31,559,one_class_svm_sgd,turn_embedding_pool_side,-22.471447821515586
trace,trajectory_0237,0,23,729,one_class_svm_sgd,turn_embedding_pool_side,-22.47389716216826
trace,trajectory_0325,1,37,1930,one_class_svm_sgd,turn_embedding_pool_side,-22.47386541291603
trace,trajectory_0260,0,31,993,one_class_svm_sgd,turn_embedding_pool_side,-22.47670867461243
trace,trajectory_0149,1,28,898,one_class_svm_sgd,turn_embedding_pool_side,-22.47409320277625
trace,trajectory_0333,0,30,1125,one_class_svm_sgd,turn_embedding_pool_side,-22.471945656738217
trace,trajectory_0299,1,27,1269,one_class_svm_sgd,turn_embedding_pool_side,-22.46797894362503
trace,trajectory_0276,1,29,1065,one_class_svm_sgd,turn_embedding_pool_side,-22.47032209606373
trace,trajectory_0364,0,34,860,one_class_svm_sgd,turn_embedding_pool_side,-22.473077440909083
trace,trajectory_0221,0,31,1013,one_class_svm_sgd,turn_embedding_pool_side,-22.477331686574008
trace,trajectory_0108,1,30,775,one_class_svm_sgd,turn_embedding_pool_side,-22.46987303490282
trace,trajectory_0190,1,26,799,one_class_svm_sgd,turn_embedding_pool_side,-22.47198407053479
trace,trajectory_0485,1,36,990,one_class_svm_sgd,turn_embedding_pool_side,-22.471712682670887
trace,trajectory_0256,0,27,582,one_class_svm_sgd,turn_embedding_pool_side,-22.469804873615477
trace,trajectory_0313,0,30,730,one_class_svm_sgd,turn_embedding_pool_side,-22.468069365711973
trace,trajectory_0128,0,35,916,one_class_svm_sgd,turn_embedding_pool_side,-22.473541827681448
trace,trajectory_0082,1,26,559,one_class_svm_sgd,turn_embedding_pool_side,-22.472867694958087
trace,trajectory_0201,1,25,832,one_class_svm_sgd,turn_embedding_pool_side,-22.474534185877975
trace,trajectory_0344,1,21,720,one_class_svm_sgd,turn_embedding_pool_side,-22.47630940172353
trace,trajectory_0094,0,21,727,one_class_svm_sgd,turn_embedding_pool_side,-22.476975712734248
trace,trajectory_0217,0,24,608,one_class_svm_sgd,turn_embedding_pool_side,-22.46667648052794
trace,trajectory_0352,0,32,897,one_class_svm_sgd,turn_embedding_pool_side,-22.471431076102863
trace,trajectory_0186,0,25,961,one_class_svm_sgd,turn_embedding_pool_side,-22.472754693399157
trace,trajectory_0493,1,29,1010,one_class_svm_sgd,turn_embedding_pool_side,-22.478385521839346
trace,trajectory_0169,1,17,596,one_class_svm_sgd,turn_embedding_pool_side,-22.47304736198389
trace,trajectory_0240,0,35,827,one_class_svm_sgd,turn_embedding_pool_side,-22.476872292156305
trace,trajectory_0305,0,22,853,one_class_svm_sgd,turn_embedding_pool_side,-22.474850972457762
trace,trajectory_0112,0,20,842,one_class_svm_sgd,turn_embedding_pool_side,-22.46826998820875
trace,trajectory_0057,1,30,1279,one_class_svm_sgd,turn_embedding_pool_side,-22.46940632331648
trace,trajectory_0407,1,28,1144,one_class_svm_sgd,turn_embedding_pool_side,-22.46841632503315
trace,trajectory_0391,1,23,1019,one_class_svm_sgd,turn_embedding_pool_side,-22.469352659927655
trace,trajectory_0515,1,33,2236,one_class_svm_sgd,turn_embedding_pool_side,-22.47875937707254
trace,trajectory_0145,0,17,770,one_class_svm_sgd,turn_embedding_pool_side,-22.474797786953832
trace,trajectory_0450,0,23,966,one_class_svm_sgd,turn_embedding_pool_side,-22.470636762953337
trace,trajectory_0329,0,28,1019,one_class_svm_sgd,turn_embedding_pool_side,-22.472893015290584
trace,trajectory_0283,0,18,604,one_class_svm_sgd,turn_embedding_pool_side,-22.46946659828068
trace,trajectory_0153,0,28,1187,one_class_svm_sgd,turn_embedding_pool_side,-22.469401524444084
trace,trajectory_0503,1,30,1042,one_class_svm_sgd,turn_embedding_pool_side,-22.474965107901927
trace,trajectory_0016,1,21,635,one_class_svm_sgd,turn_embedding_pool_side,-22.471730914008777
trace,trajectory_0446,0,33,1036,one_class_svm_sgd,turn_embedding_pool_side,-22.469105287264075
trace,trajectory_0295,0,31,1457,one_class_svm_sgd,turn_embedding_pool_side,-22.470796739258777
trace,trajectory_0104,0,31,794,one_class_svm_sgd,turn_embedding_pool_side,-22.46831117562947
trace,trajectory_0411,0,25,765,one_class_svm_sgd,turn_embedding_pool_side,-22.468540563930265
trace,trajectory_0041,1,27,507,one_class_svm_sgd,turn_embedding_pool_side,-22.472564541543807
trace,trajectory_0368,0,28,1156,one_class_svm_sgd,turn_embedding_pool_side,-22.46611493376081
trace,trajectory_0387,0,30,728,one_class_svm_sgd,turn_embedding_pool_side,-22.465621751309346
trace,trajectory_0369,1,34,2112,one_class_svm_sgd,turn_embedding_pool_side,-22.470823247260387
trace,trajectory_0386,0,22,897,one_class_svm_sgd,turn_embedding_pool_side,-22.475309517043616
trace,trajectory_0105,1,20,1144,one_class_svm_sgd,turn_embedding_pool_side,-22.47272637793326
trace,trajectory_0410,1,25,714,one_class_svm_sgd,turn_embedding_pool_side,-22.472723474535133
trace,trajectory_0040,0,31,1047,one_class_svm_sgd,turn_embedding_pool_side,-22.472093336093213
trace,trajectory_0294,1,23,1009,one_class_svm_sgd,turn_embedding_pool_side,-22.474517715903904
trace,trajectory_0152,0,20,1126,one_class_svm_sgd,turn_embedding_pool_side,-22.470983367920827
trace,trajectory_0502,1,26,1284,one_class_svm_sgd,turn_embedding_pool_side,-22.476520587499227
trace,trajectory_0017,1,29,753,one_class_svm_sgd,turn_embedding_pool_side,-22.470144429053153
trace,trajectory_0447,0,20,712,one_class_svm_sgd,turn_embedding_pool_side,-22.473105226918097
trace,trajectory_0328,0,21,714,one_class_svm_sgd,turn_embedding_pool_side,-22.46379091571548
trace,trajectory_0282,0,22,712,one_class_svm_sgd,turn_embedding_pool_side,-22.464176730294685
trace,trajectory_0514,1,37,2436,one_class_svm_sgd,turn_embedding_pool_side,-22.477379900212373
trace,trajectory_0144,1,22,651,one_class_svm_sgd,turn_embedding_pool_side,-22.469150141621913
trace,trajectory_0451,1,27,951,one_class_svm_sgd,turn_embedding_pool_side,-22.46982226897494
trace,trajectory_0001,0,35,911,one_class_svm_sgd,turn_embedding_pool_side,-22.463223625249203
trace,trajectory_0390,0,29,1316,one_class_svm_sgd,turn_embedding_pool_side,-22.470640821657117
trace,trajectory_0113,0,21,698,one_class_svm_sgd,turn_embedding_pool_side,-22.476872734534528
trace,trajectory_0056,0,27,930,one_class_svm_sgd,turn_embedding_pool_side,-22.480530801969554
trace,trajectory_0406,0,22,679,one_class_svm_sgd,turn_embedding_pool_side,-22.473321242067005
trace,trajectory_0241,1,28,875,one_class_svm_sgd,turn_embedding_pool_side,-22.471155764576952
trace,trajectory_0304,0,20,677,one_class_svm_sgd,turn_embedding_pool_side,-22.469512140769485
trace,trajectory_0187,1,23,631,one_class_svm_sgd,turn_embedding_pool_side,-22.471328192898046
trace,trajectory_0492,1,30,2430,one_class_svm_sgd,turn_embedding_pool_side,-22.472559958039756
trace,trajectory_0168,1,24,981,one_class_svm_sgd,turn_embedding_pool_side,-22.471698920982863
trace,trajectory_0216,0,31,981,one_class_svm_sgd,turn_embedding_pool_side,-22.469556654612507
trace,trajectory_0353,1,22,710,one_class_svm_sgd,turn_embedding_pool_side,-22.473415542668636
trace,trajectory_0095,1,35,1330,one_class_svm_sgd,turn_embedding_pool_side,-22.472386408871944
trace,trajectory_0200,1,23,1154,one_class_svm_sgd,turn_embedding_pool_side,-22.472715454916443
trace,trajectory_0345,0,24,950,one_class_svm_sgd,turn_embedding_pool_side,-22.47395977032834
trace,trajectory_0129,0,30,732,one_class_svm_sgd,turn_embedding_pool_side,-22.471686185379486
trace,trajectory_0083,0,29,1110,one_class_svm_sgd,turn_embedding_pool_side,-22.47076931716406
trace,trajectory_0257,0,27,917,one_class_svm_sgd,turn_embedding_pool_side,-22.47576241082975
trace,trajectory_0312,0,27,585,one_class_svm_sgd,turn_embedding_pool_side,-22.473690704251613
trace,trajectory_0191,0,21,1267,one_class_svm_sgd,turn_embedding_pool_side,-22.470781675581794
trace,trajectory_0484,1,25,787,one_class_svm_sgd,turn_embedding_pool_side,-22.468350889756085
trace,trajectory_0109,1,18,786,one_class_svm_sgd,turn_embedding_pool_side,-22.471013749525856
trace,trajectory_0365,0,28,1279,one_class_svm_sgd,turn_embedding_pool_side,-22.47760092447975
trace,trajectory_0220,1,25,930,one_class_svm_sgd,turn_embedding_pool_side,-22.47316730515563
trace,trajectory_0332,1,19,512,one_class_svm_sgd,turn_embedding_pool_side,-22.47316528325432
trace,trajectory_0298,0,16,474,one_class_svm_sgd,turn_embedding_pool_side,-22.468244842062678
trace,trajectory_0277,1,25,1160,one_class_svm_sgd,turn_embedding_pool_side,-22.467140543840333
trace,trajectory_0148,0,25,794,one_class_svm_sgd,turn_embedding_pool_side,-22.471786648309763
trace,trajectory_0324,0,35,1536,one_class_svm_sgd,turn_embedding_pool_side,-22.47182445907497
trace,trajectory_0261,0,21,480,one_class_svm_sgd,turn_embedding_pool_side,-22.467624409311657
trace,trajectory_0373,0,29,1441,one_class_svm_sgd,turn_embedding_pool_side,-22.469754799776684
trace,trajectory_0236,1,16,590,one_class_svm_sgd,turn_embedding_pool_side,-22.47255770982706
trace,trajectory_0471,0,24,802,one_class_svm_sgd,turn_embedding_pool_side,-22.467734986797996
trace,trajectory_0021,1,26,819,one_class_svm_sgd,turn_embedding_pool_side,-22.46768181423072
trace,trajectory_0164,0,22,884,one_class_svm_sgd,turn_embedding_pool_side,-22.475485618500944
trace,trajectory_0308,1,31,1215,one_class_svm_sgd,turn_embedding_pool_side,-22.468274133729256
trace,trajectory_0076,1,23,766,one_class_svm_sgd,turn_embedding_pool_side,-22.473536477698918
trace,trajectory_0426,1,26,676,one_class_svm_sgd,turn_embedding_pool_side,-22.470378225711148
trace,trajectory_0133,1,22,820,one_class_svm_sgd,turn_embedding_pool_side,-22.46728435133814
trace,trajectory_0099,1,27,950,one_class_svm_sgd,turn_embedding_pool_side,-22.472428470659043
trace,trajectory_0430,0,25,826,one_class_svm_sgd,turn_embedding_pool_side,-22.46794966007842
trace,trajectory_0060,1,19,488,one_class_svm_sgd,turn_embedding_pool_side,-22.47030091383026
trace,trajectory_0125,1,22,1105,one_class_svm_sgd,turn_embedding_pool_side,-22.47190266549119
trace,trajectory_0349,0,25,979,one_class_svm_sgd,turn_embedding_pool_side,-22.47164269913451
trace,trajectory_0037,0,29,935,one_class_svm_sgd,turn_embedding_pool_side,-22.46990411476695
trace,trajectory_0467,1,28,886,one_class_svm_sgd,turn_embedding_pool_side,-22.472947922809954
trace,trajectory_0488,1,27,1076,one_class_svm_sgd,turn_embedding_pool_side,-22.46399580086113
trace,trajectory_0172,1,31,995,one_class_svm_sgd,turn_embedding_pool_side,-22.46853750418636
